BLDG_ID,Region,Size,Year,Hours,HDD65,CDD65,SrcEUI,Group,Order
671,West South Central,27500,1982,50,1563,3075,1.595132923,52,5
1551,West South Central,88000,1973,65,909,2838,1.712781449,54,5
1883,West South Central,285000,2002,40,2218,2681,1.729225381,16,5
1563,West South Central,250000,1986,62,1550,3755,1.709902795,65,5
422,West South Central,186000,1988,50,2350,2114,1.781989137,53,5
5943,West South Central,13500,2004,45,1614,3104,1.819003457,53,5
2663,West South Central,198000,1982,79,1600,3408,1.815943289,79,5
5244,West South Central,370000,1976,72,889,3352,1.907079236,12,5
5507,West South Central,75000,1999,67,959,3884,1.902328059,78,5
893,West South Central,365000,1979,46,699,4225,1.967444952,6,5
3343,West South Central,370000,1985,66,1410,3674,1.999516725,53,5
1876,West South Central,45000,2007,55,3845,1897,2.006462822,68,5
4058,West South Central,20000,1977,60,1975,2622,2.067406171,98,5
4512,West South Central,98000,1967,60,1937,2884,2.223263735,23,5
4435,West South Central,35500,1983,168,2160,2984,2.145906223,45,5
4218,West South Central,275000,2000,68,1776,2628,2.101252209,61,5
2999,West South Central,188000,1982,67,1612,3184,2.105177974,66,5
1080,West South Central,10000,1979,40,2073,2927,2.205421652,88,5
1728,West South Central,60000,1997,40,583,4522,2.200048565,46,5
2662,West South Central,200001,1987,60,1773,3377,2.23982324,8,5
4354,West South Central,150000,2000,56,1480,3482,2.248252418,29,5
2501,West South Central,31000,1985,40,1491,2701,2.29278303,76,5
282,West South Central,15000,1996,84,1765,3641,2.374231803,71,5
4121,West South Central,31500,1983,92,1204,3511,2.383576114,8,5
1334,West South Central,106000,1979,50,817,4131,2.460845596,7,5
6575,West South Central,8000,2009,90,1842,3270,2.553541229,91,5
6647,West South Central,146000,1985,45,1652,3512,2.927722066,58,5
6216,West South Central,54000,1998,60,2151,2287,3.044447237,41,5
1606,West South Central,52000,1977,90,3212,1959,3.417934599,86,5
6452,West South Central,6300,2009,60,1189,3067,3.268911014,78,5
5659,West South Central,92000,1980,60,1264,3056,3.415673659,17,5
929,East North Central,11000,1992,50,6644,710,0.401465983,49,6
3600,East North Central,5400,1973,40,5342,1083,0.530209909,57,6
5415,East North Central,5000,1962,45,7060,648,0.589085898,98,6
6505,East North Central,8000,1985,40,6312,709,0.584209762,75,6
1899,East North Central,285000,2004,50,5587,1170,0.530513849,97,6
1912,East North Central,40000,1991,87,6225,832,0.67615538,44,6
127,East North Central,9900,1998,40,7027,945,0.664260394,71,6
709,East North Central,16000,1960,168,5747,1232,0.834512278,80,6
3437,East North Central,8000,1987,40,5912,942,0.734013662,20,6
5516,East North Central,50000,2004,55,6975,907,0.80995818,74,6
1477,East North Central,59000,1979,75,4985,1410,0.795244367,92,6
5209,East North Central,10750,1960,50,6531,819,0.850692146,3,6
4743,East North Central,60000,1988,40,5503,934,0.85782844,82,6
6314,East North Central,10000,1950,55,5672,878,0.878233879,80,6
5703,East North Central,36500,1996,50,6750,754,0.831705495,6,6
5519,East North Central,355000,2004,40,6142,945,0.846399121,98,6
3969,East North Central,7200,1973,50,6664,750,1.000443878,17,6
2934,East North Central,6400,1965,50,4965,1086,0.955133492,4,6
479,East North Central,9000,1970,43,4504,1591,1.000087841,5,6
1544,East North Central,61000,1966,50,4401,1493,0.974328513,4,6
4868,East North Central,128000,1964,50,5224,942,1.099363658,46,6
5136,East North Central,66000,1970,50,5272,1287,0.979486713,3,6
5109,East North Central,65000,1994,40,5749,1052,1.086077239,82,6
2082,East North Central,265000,1995,65,4745,1075,0.990468411,63,6
2444,East North Central,5900,1995,60,6101,829,1.137530403,24,6
3355,East North Central,325000,1996,60,6902,897,1.014319842,43,6
325,East North Central,25000,1958,44,4600,1035,1.070535648,7,6
3503,East North Central,16750,1982,70,5649,955,1.18746884,81,6
82,East North Central,295000,2001,90,6150,993,1.048051721,13,6
2494,East North Central,310000,1986,50,4836,1381,1.098638253,86,6
5950,East North Central,45000,1963,40,5532,1187,1.115636355,77,6
1245,East North Central,425000,2004,65,4681,1290,1.130330678,61,6
1349,East North Central,5000,1998,45,5290,1023,1.141760117,56,6
3706,East North Central,160000,1984,72,5069,1286,1.192204503,88,6
4934,East North Central,420000,1984,60,6906,629,1.328763546,47,6
5480,East North Central,6600,1974,60,5098,1043,1.520672635,54,6
6494,East North Central,70000,1996,60,7028,840,1.302950135,51,6
3807,East North Central,5900,1973,60,5530,722,1.400049345,50,6
5320,East North Central,43000,1970,60,4289,820,1.490309531,37,6
6417,East North Central,37000,1950,54,5364,1201,1.607076514,92,6
5785,East North Central,200000,1979,55,5829,880,1.307408915,16,6
925,East North Central,17000,1985,65,4864,1599,1.616532999,17,6
565,East North Central,405000,1980,88,5500,1130,1.403232421,64,6
2688,East North Central,28000,1950,45,7258,1059,1.401283965,81,6
3991,East North Central,500000,1963,60,5222,1354,1.372966066,15,6
687,East North Central,102000,1990,50,5190,935,1.37646781,87,6
4877,East North Central,38500,1993,55,4238,1677,1.565999588,59,6
2560,East North Central,66000,2000,60,5448,1067,1.397073705,65,6
3634,East North Central,52000,2007,60,5567,1061,1.441960191,27,6
3642,East North Central,65000,1988,40,3782,1457,1.510330405,33,6
1781,East North Central,66000,2008,70,4331,1019,1.616424569,81,6
3423,East North Central,45000,1996,50,6813,708,1.728957264,76,6
4504,East North Central,46000,1963,40,4930,1148,1.914229904,32,6
4368,East North Central,59000,1978,50,3420,1229,1.704681749,40,6
4810,East North Central,78000,2002,60,4736,1045,1.61338817,42,6
5181,East North Central,300000,1975,55,4178,1602,1.679681785,28,6
1545,East North Central,225000,2006,90,4511,1189,1.657643692,16,6
168,East North Central,480000,1962,`,5120,1078,1.645738153,92,6
3721,East North Central,130000,1984,55,5504,1264,1.667236176,43,6
6534,East North Central,6500,1964,54,5538,729,1.87267847,63,6
4776,East North Central,40000,1970,48,6005,951,1.803492591,88,6
5789,East North Central,55000,1974,45,5238,653,2.078655272,40,6
3426,East North Central,104000,2009,60,4749,1218,1.727782779,94,6
1268,East North Central,14250,1982,73,5993,908,1.981753487,86,6
5470,East North Central,37000,2007,45,6622,702,2.056594443,98,6
4081,East North Central,52000,2002,50,5214,1087,2.020468353,100,6
4911,East North Central,120000,1988,64,4391,1428,1.843876171,45,6
2502,East North Central,142000,1980,60,5176,997,1.898071924,92,6
903,East North Central,5900,1980,50,5237,1191,1.996575156,98,6
3984,East North Central,184000,1985,66,4382,1426,1.965311801,62,6
809,East North Central,65000,1951,60,4783,818,2.168889366,24,6
6679,East North Central,118000,2001,50,5234,1030,1.988327415,43,6
2793,East North Central,220000,1955,60,5649,923,2.368574072,34,6
4687,East North Central,14000,1978,80,4644,1109,2.367075876,29,6
1976,East North Central,325000,1984,60,4404,1201,2.089917356,56,6
2721,East North Central,57000,1990,65,5300,1213,2.183962863,59,6
460,East North Central,300000,1964,70,5299,918,2.539457587,44,6
2850,East North Central,10000,1988,50,4329,967,2.369664164,96,6
315,East North Central,420000,1971,168,6124,946,2.467630021,21,6
726,East North Central,100000,1967,168,4781,1231,2.460250112,62,6
3813,East North Central,5300,2002,54,5461,1026,2.688670358,39,6
400,East North Central,108000,1968,168,4542,1633,2.888758189,33,6
3040,East North Central,30500,1970,168,5925,848,2.754470353,16,6
2988,East North Central,6900,1964,50,5506,927,3.027434364,100,6
5890,East North Central,60000,1970,85,4837,1202,2.779602394,66,6
1720,West North Central,5700,1965,40,7593,701,0.405852712,29,7
5974,West North Central,5300,1950,45,3679,1916,0.450795458,34,7
4314,West North Central,9000,1964,168,6161,967,0.427076254,9,7
3291,West North Central,32500,1979,168,5142,1533,0.56680899,46,7
4073,West North Central,132000,1993,60,3687,2036,0.64374302,2,7
3250,West North Central,6400,1981,40,7383,944,0.720152257,27,7
5316,West North Central,10000,1976,40,6465,948,0.798767309,94,7
6136,West North Central,16750,2005,40,3909,1783,0.858092447,50,7
6209,West North Central,7500,1992,60,3835,1662,0.865494445,41,7
4785,West North Central,5500,1977,50,7053,824,0.947018608,25,7
1083,West North Central,25500,1993,49,6976,837,0.94146158,50,7
5091,West North Central,8200,1981,42,7213,831,0.974192279,3,7
3277,West North Central,14750,1959,168,3359,1973,0.975926029,99,7
5839,West North Central,14250,1985,48,7008,999,1.033557369,33,7
5699,West North Central,5500,1998,47,4794,1488,0.97407678,94,7
20,West North Central,71000,1989,60,5563,1131,1.107778512,78,7
2428,West North Central,8200,2001,55,7171,1110,1.117278509,57,7
5747,West North Central,55000,1976,168,4078,1590,1.20250489,65,7
2775,West North Central,495000,1986,168,4937,1524,1.31971119,22,7
4608,West North Central,36000,1984,84,3881,1830,1.269839248,19,7
1670,West North Central,17000,1989,45,6271,1218,1.346277886,13,7
6327,West North Central,305000,1975,60,6261,975,1.411979929,6,7
6352,West North Central,6500,1981,45,3140,1789,1.30899075,77,7
3157,West North Central,37000,1970,80,4431,1564,1.313793208,74,7
4672,West North Central,5400,1989,50,5243,1165,1.564164691,75,7
1983,West North Central,156000,2001,65,3441,2219,1.358798293,72,7
5741,West North Central,42000,1980,50,3722,1885,1.476361135,97,7
963,West North Central,80000,1969,168,4868,1439,1.493235139,64,7
3337,West North Central,36500,1982,50,3604,1908,1.425444472,16,7
2886,West North Central,170000,1970,65,7473,842,1.638478021,11,7
4917,West North Central,99000,1999,60,7292,1047,1.499235014,73,7
3308,West North Central,11750,1972,72,6697,801,1.658568607,58,7
3686,West North Central,265000,1957,40,4405,1597,1.79495328,35,7
4869,West North Central,215000,2000,68,7082,900,1.795861695,22,7
5634,West North Central,50000,1965,56,3772,2201,1.946062486,96,7
842,West North Central,9400,2001,40,3983,1895,1.718650386,48,7
698,West North Central,305000,1983,68,6459,1013,1.820530784,53,7
2091,West North Central,75000,1956,46,8397,806,2.205407176,10,7
366,West North Central,122000,2001,59,4551,1678,2.028283637,86,7
5727,West North Central,24000,1973,60,4402,1295,2.247406712,78,7
368,West North Central,126000,1989,66,4056,1770,2.098167413,58,7
2821,West North Central,235000,2007,168,3926,1637,2.26005703,52,7
6324,West North Central,102000,2001,80,3750,1825,2.3040826,61,7
4313,West North Central,49500,1981,73,6307,949,2.55707343,49,7
6444,West North Central,51000,1972,168,4458,1411,2.676122891,88,7
4652,Mountain,39500,2010,40,6159,504,0.510371214,18,8
1366,Mountain,38000,1974,40,1120,4641,0.478836083,100,8
1072,Mountain,12000,2005,40,5982,899,0.610326088,22,8
3228,Mountain,7800,1964,50,3469,1824,0.6509511,6,8
5439,Mountain,22500,1979,40,4391,1378,0.716113049,42,8
5165,Mountain,49000,1989,65,7609,444,0.662233818,41,8
36,Mountain,90000,2000,72,6087,829,0.781591057,60,8
3716,Mountain,300000,1980,60,4356,1370,0.812633382,30,8
5577,Mountain,6000,2003,40,1160,3920,0.772150512,36,8
3881,Mountain,132000,1999,45,709,4641,0.827793676,15,8
1767,Mountain,400000,1946,50,5567,792,0.870613864,19,8
2801,Mountain,210000,1983,65,4294,893,0.951223959,70,8
3325,Mountain,122000,1993,60,1323,3508,0.865741345,88,8
1295,Mountain,6900,1985,40,2625,2171,0.993442949,58,8
126,Mountain,11000,2005,50,4083,2040,1.128145039,52,8
2241,Mountain,144000,1974,50,5275,635,0.933732361,35,8
1821,Mountain,14500,1964,168,4964,928,1.127554221,61,8
4356,Mountain,78000,1997,55,1840,3337,1.043440895,35,8
579,Mountain,225000,1983,65,983,4672,1.042263526,60,8
2754,Mountain,7000,1987,40,6270,540,1.148824164,36,8
3598,Mountain,44000,2002,65,1545,4632,1.155972365,69,8
2354,Mountain,190000,1984,55,3472,1499,1.151550332,90,8
4321,Mountain,355000,1963,76,4093,2157,1.31591015,81,8
1938,Mountain,80000,1981,66,4532,1278,1.290905166,28,8
3027,Mountain,335000,1984,55,4072,1281,1.234216899,80,8
2063,Mountain,5300,1970,40,3752,2136,1.505717095,38,8
1992,Mountain,156000,1999,168,5952,536,1.24176128,60,8
4887,Mountain,37500,1995,50,1022,3850,1.187604442,35,8
2001,Mountain,16500,1980,60,5660,923,1.224644737,65,8
3380,Mountain,14000,1975,45,3307,1746,1.308534929,42,8
2384,Mountain,120000,1993,60,1159,3746,1.26149659,72,8
1180,Mountain,110000,1961,91,3941,1412,1.467620769,73,8
2342,Mountain,355000,2000,60,1252,4791,1.349749264,73,8
6130,Mountain,27000,1995,40,2637,1970,1.447352218,100,8
6157,Mountain,350000,1990,50,1041,4904,1.440201602,64,8
6516,Mountain,17750,1977,60,6835,765,1.478021728,9,8
2565,Mountain,71000,2005,50,1201,3643,1.499090838,76,8
5670,Mountain,6100,1996,168,1730,3710,1.852109389,71,8
3897,Mountain,158000,1972,168,5053,918,1.957173306,98,8
1650,Mountain,5400,1994,55,4606,1369,2.001070078,9,8
1220,Mountain,74000,1955,53,5738,623,2.385409079,66,8
3492,Mountain,10500,2000,168,6341,480,2.524541815,14,8
829,Mountain,5000,2003,56,6447,497,2.712293052,5,8
6441,Mountain,73000,2000,60,1416,3071,2.353566461,16,8
6237,Mountain,9200,2003,50,5400,1224,3.273859898,20,8
2242,Mountain,340000,1975,60,4319,1641,3.074191533,56,8
3047,Mountain,56000,1963,45,7068,519,3.268764777,84,8
2730,Mountain,210000,1985,140,4454,1315,3.081684416,9,8
6210,Pacific,10000,1979,40,905,1351,0.353102608,84,9
5193,Pacific,41500,1978,60,1281,1146,0.443850639,25,9
4746,Pacific,44000,1961,45,2404,876,0.3970568,55,9
2953,Pacific,42500,1989,50,2485,1324,0.388998226,14,9
222,Pacific,255000,2008,54,1404,1824,0.401689323,84,9
6371,Pacific,13500,1975,40,925,1309,0.440906534,82,9
1658,Pacific,16250,1962,60,883,1415,0.422175414,80,9
87,Pacific,6300,2005,40,1456,1331,0.423144686,68,9
2204,Pacific,28500,2005,168,860,1424,0.426038915,3,9
4048,Pacific,5900,1991,40,975,1248,0.430936888,75,9
1972,Pacific,25500,1985,50,851,1749,0.432655296,72,9
4722,Pacific,5400,1985,50,857,1769,0.4359952,61,9
5170,Pacific,7000,1959,48,920,1604,0.502371642,67,9
2632,Pacific,51000,1985,50,2389,282,0.500083024,78,9
1329,Pacific,230000,1957,45,1318,1201,0.503811496,27,9
6248,Pacific,8800,1985,40,930,1343,0.498761215,69,9
4306,Pacific,41500,1984,72,2442,116,0.540452437,11,9
734,Pacific,320000,1975,50,938,1283,0.561571771,65,9
3544,Pacific,8000,1955,40,6040,661,0.584274456,68,9
161,Pacific,22000,2012,60,2282,1406,0.594410963,13,9
1815,Pacific,5200,1993,40,808,2040,0.598381809,5,9
4274,Pacific,41000,1990,40,1365,1407,0.625557391,94,9
6374,Pacific,25000,1979,168,1196,1220,0.608164497,98,9
610,Pacific,9300,1950,40,963,1900,0.610462699,94,9
3379,Pacific,97000,1981,72,1537,630,0.658625406,42,9
5610,Pacific,22000,1991,40,2604,1671,0.689202271,70,9
1225,Pacific,62000,1984,60,1110,896,0.657005906,98,9
2513,Pacific,21000,1967,45,1360,623,0.667210999,89,9
5103,Pacific,300000,1989,55,2381,127,0.714677467,2,9
4397,Pacific,22250,1983,50,1288,702,0.679065583,43,9
1746,Pacific,210000,2010,60,2244,276,0.753985758,61,9
667,Pacific,47000,1999,60,1753,801,0.694698017,59,9
4791,Pacific,320000,1991,55,1015,1245,0.698918732,91,9
2163,Pacific,5400,1981,48,1048,1575,0.732622925,41,9
3436,Pacific,34500,1980,45,825,1982,0.705868725,88,9
4832,Pacific,6700,1985,50,779,1741,0.720443348,70,9
4876,Pacific,7000,1964,40,6152,224,0.734722313,18,9
414,Pacific,58000,1984,55,1056,914,0.785590656,30,9
5566,Pacific,9200,1997,40,5637,535,0.752893106,64,9
5321,Pacific,29000,2005,40,1389,1352,0.756669024,45,9
3230,Pacific,205000,1998,40,4310,180,0.759930784,29,9
3056,Pacific,52000,2001,65,1147,1439,0.776422894,93,9
1642,Pacific,180000,2002,48,1075,910,0.822926952,26,9
2563,Pacific,162000,1991,54,1366,1549,0.899696333,87,9
5918,Pacific,61000,1988,60,1494,683,0.914592277,94,9
5879,Pacific,45000,1982,40,1755,419,1.0129023,54,9
5896,Pacific,58000,1946,50,4708,131,1.057293349,47,9
2788,Pacific,6000,2000,45,878,1705,0.938263392,83,9
3148,Pacific,20250,1987,40,2404,112,1.046143001,10,9
2570,Pacific,250000,2009,45,2552,1362,0.971772252,54,9
915,Pacific,22000,1983,60,6569,377,1.001188381,23,9
5711,Pacific,104000,1984,50,4348,170,0.992180179,80,9
1064,Pacific,29000,1971,45,1280,726,1.019631783,45,9
1306,Pacific,10750,2009,60,2633,875,1.069229232,10,9
5755,Pacific,15750,2006,40,825,1408,1.031447496,70,9
3165,Pacific,6900,1980,50,826,1805,1.03522919,98,9
3479,Pacific,98000,1982,75,1287,830,1.049241758,79,9
4207,Pacific,285000,2000,45,3893,235,1.078879965,20,9
3629,Pacific,34000,2000,50,1385,1159,1.133460576,32,9
1103,Pacific,6000,1964,45,912,1606,1.112394696,10,9
4802,Pacific,112000,1990,60,6758,475,1.160438819,88,9
3187,Pacific,5000,2005,80,4299,162,1.155533455,17,9
3849,Pacific,290000,2008,50,2019,310,1.177741667,70,9
3517,Pacific,138000,1970,50,1134,1165,1.13414966,30,9
452,Pacific,34500,1974,50,1591,814,1.137973857,1,9
2928,Pacific,65000,1965,72,2275,448,1.13837476,70,9
3988,Pacific,50001,2000,65,1388,810,1.185753453,69,9
115,Pacific,53000,1991,66,3757,168,1.218371432,30,9
5774,Pacific,180000,1999,64,2696,1247,1.221112017,48,9
2841,Pacific,198000,2001,58,1265,861,1.191421031,95,9
5407,Pacific,5800,1991,40,7286,177,1.16324208,91,9
3039,Pacific,44500,1966,40,2686,1508,1.180977786,83,9
6559,Pacific,47000,2005,48,1362,1513,1.172601357,66,9
3929,Pacific,6700,1984,60,752,2046,1.183367456,80,9
4386,Pacific,122000,1996,60,6196,461,1.225326305,19,9
1619,Pacific,25000,1978,50,1409,563,1.205545181,84,9
4556,Pacific,74000,1979,40,926,1363,1.23793227,46,9
6114,Pacific,13500,1974,54,6318,468,1.344508945,40,9
4838,Pacific,5000,1970,43,5594,666,1.217255558,50,9
6154,Pacific,67000,1985,50,4258,175,1.366147688,97,9
1700,Pacific,5800,1958,60,6583,645,1.24628405,21,9
5417,Pacific,250000,1985,55,1129,1247,1.261585212,27,9
4919,Pacific,215000,1985,55,2307,641,1.383871938,1,9
4341,Pacific,5000,1956,70,2325,1215,1.253713882,73,9
3640,Pacific,32500,1967,72,1137,950,1.265879349,38,9
4168,Pacific,265000,1979,50,711,2052,1.284366198,16,9
5497,Pacific,25000,1979,40,910,1600,1.317989759,15,9
5275,Pacific,16000,1961,40,5401,722,1.304696268,36,9
5123,Pacific,6700,1985,96,644,1998,1.325562301,44,9
1291,Pacific,79000,1985,168,2155,313,1.377731888,22,9
2020,Pacific,124000,1982,65,5809,492,1.386352619,4,9
6406,Pacific,13500,1983,50,1204,866,1.373889835,54,9
4330,Pacific,190000,2007,60,2154,302,1.488613904,78,9
3740,Pacific,100000,1974,64,1336,1665,1.411301136,95,9
5683,Pacific,12250,1952,50,649,2258,1.395327673,15,9
5590,Pacific,59000,1980,50,4497,500,1.49248213,87,9
2080,Pacific,260000,1982,88,1915,793,1.442488077,31,9
5318,Pacific,20000,1987,50,5468,214,1.464592203,100,9
6394,Pacific,11000,1979,48,1479,819,1.484901887,26,9
587,Pacific,215000,1989,84,2794,60,1.50364599,29,9
5611,Pacific,102000,2003,85,1275,1021,1.538579498,5,9
3449,Pacific,132000,1998,50,1839,999,1.52802441,93,9
1891,Pacific,74000,1998,40,2174,131,1.655092264,14,9
4642,Pacific,9000,1985,60,650,1842,1.653939267,58,9
2495,Pacific,46000,1985,60,1433,808,1.501210177,4,9
5262,Pacific,14500,1988,40,1337,1286,1.506370911,77,9
3345,Pacific,6700,1977,40,3080,881,1.838611491,55,9
5934,Pacific,128000,1981,56,1441,1974,1.601020962,58,9
1101,Pacific,420000,1985,54,1473,1643,1.586424398,15,9
3207,Pacific,26000,1965,45,1231,824,1.563116788,32,9
3352,Pacific,345000,1982,64,1293,605,1.635454994,4,9
3259,Pacific,75000,2007,66,810,1665,1.780616167,60,9
992,Pacific,89000,1993,56,1464,1320,1.72058969,96,9
752,Pacific,9900,2002,45,4943,142,1.818238212,95,9
1352,Pacific,138000,1989,75,5207,141,1.7556052,14,9
2644,Pacific,52000,1960,50,1200,1205,2.190870484,50,9
419,Pacific,166000,1976,46,8823,19,2.132941065,44,9
2046,Pacific,7900,1999,60,5562,798,1.849570451,47,9
4444,Pacific,14000,1992,40,1221,1539,1.900609509,66,9
3319,Pacific,44000,2001,85,793,1879,1.968142111,77,9
3196,Pacific,114000,1985,60,2273,289,2.185173047,27,9
5420,Pacific,85000,1988,40,1209,2054,2.263555216,50,9
5240,Pacific,425000,1977,50,2069,477,2.359779263,76,9
3779,Pacific,5001,1982,56,1175,2140,2.104271138,88,9
272,Pacific,90000,1989,50,2507,1435,2.066055146,74,9
4947,Pacific,200000,2006,40,6522,475,2.180435802,57,9
4968,Pacific,120000,1980,40,4782,124,2.117694538,38,9
3041,Pacific,100001,1997,168,2273,437,2.490433988,2,9
6589,Pacific,18500,1967,72,1725,467,2.598975038,29,9
3681,Pacific,16000,1976,45,5451,529,3.045722137,71,9
297,Pacific,190000,1985,168,2126,312,3.203873516,55,9
3697,Pacific,60000,1969,40,1168,951,2.967988474,64,9
